   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00
   0.00000000000000e+00   6.60868645747971e-06   4.03581645382618e-05   1.37417366567681e-04   3.44906843039919e-04   7.12756898293710e-04   1.28557963511154e-03   2.09678962953001e-03   3.16570275734345e-03   4.49729363442579e-03   6.08381605152980e-03
   0.00000000000000e+00   2.64347458299188e-05   1.48215285238088e-04   4.68953137194201e-04   1.10479263902431e-03   2.16121390709500e-03   3.71680474385872e-03   5.81599924789698e-03   8.46923177031376e-03   1.16577690230163e-02   1.53406769372676e-02
   0.00000000000000e+00   9.91302968621957e-05   4.99633484754251e-04   1.44196461173295e-03   3.13635743866893e-03   5.72251345203767e-03   9.25921152613334e-03   1.37335978743405e-02   1.90792258281176e-02   2.51953189170118e-02   3.19633536515081e-02
   0.00000000000000e+00   3.70086441618864e-04   1.65205806005453e-03   4.29963834022909e-03   8.55670789218552e-03   1.44561250237178e-02   2.18750144565993e-02   3.05999691971982e-02   4.03804757934759e-02   5.09650549887955e-02   6.21220998347413e-02
   0.00000000000000e+00   1.38121546961326e-03   5.36842587222612e-03   1.24524726290744e-02   2.24911974496150e-02   3.49885708584626e-02   4.93285962528282e-02   6.49162500012537e-02   8.12427389513895e-02   9.79039494512184e-02   1.14594935709866e-01
   0.00000000000000e+00   5.15477543683418e-03   1.70592144896234e-02   3.47734004316161e-02   5.65031366481257e-02   8.05157635109027e-02   1.05462228837788e-01   1.30407838302160e-01   1.54757980009575e-01   1.78165264913299e-01   2.00449744102287e-01
   0.00000000000000e+00   1.92378862777234e-02   5.25588812125993e-02   9.25227001181431e-02   1.33974548279655e-01   1.74068209888897e-01   2.11488792076519e-01   2.45790645531810e-01   2.76973504482589e-01   3.05241150182829e-01   3.30873510872683e-01
   0.00000000000000e+00   7.17967696740596e-02   1.54700537805327e-01   2.30199637615758e-01   2.94349656234210e-01   3.47807979485374e-01   3.92356519690495e-01   4.29777159672042e-01   4.61554746857162e-01   4.88852326852837e-01   5.12561999022788e-01
   0.00000000000000e+00   2.67949192418515e-01   4.22649730660589e-01   5.18874774734234e-01   5.83024801425669e-01   6.28464395584178e-01   6.62321327714713e-01   6.88604953775367e-01   7.09691163601974e-01   7.27058663514196e-01   7.41669831512795e-01
   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00   1.00000000000000e+00
